t,mid,spread,obi,depth,volatility,intensity,queue,pup,pred,has_pred,real
62067,2732.85,0.0999,0.1924,4496.5,0.581,21.01,119.15,0.5083,1,1,0
62068,2732.95,0.1001,0.321,4300.3,0.522,75.94,228.79,0.498,0,1,0
62069,2732.95,0.1001,0.1984,3723.3,0.522,67.61,8.62,0.5159,1,1,0
62070,2732.95,0.1001,0.0854,4606.8,0.522,55.53,4.91,0.5233,1,1,0
62071,2732.85,0.0999,0.1091,4336.1,0.532,46.74,83.61,0.5207,1,1,0
62072,2732.85,0.0999,0.1102,4299.2,0.51,38.26,83.61,0.4998,0,1,0
62073,2732.85,0.0999,0.1106,4293.1,0.51,31.33,83.61,0.4981,0,1,0
62074,2732.25,0.1001,0.5891,4763.3,0.704,66.62,47.88,0.5003,1,1,0
62075,2732.05,0.1001,0.7167,5348.5,0.719,60.34,611.75,0.4408,0,1,0
62076,2731.85,0.0999,0.7725,4277.7,0.731,143.84,45.87,0.4382,0,1,0
62077,2731.75,0.1001,0.8072,5390.5,0.731,124.66,549.76,0.4459,0,1,0
62078,2731.75,0.1001,0.8277,5445.7,0.668,102.97,525.17,0.4429,0,1,0
62079,2731.75,0.1001,0.8631,5557.6,0.666,84.67,525.14,0.4536,0,1,0
62080,2732.05,0.1001,0.744,3196.4,0.601,97.6,699.38,0.463,0,1,0
62081,2732.25,0.1001,0.439,1647.5,0.627,119.24,0.02,0.5042,1,1,0
62082,2732.65,0.0999,0.1651,2518.8,0.714,125.72,68.63,0.5204,1,1,0
62083,2732.55,0.1001,0.1022,2696.0,0.716,103.48,1.77,0.5566,1,1,0
62084,2732.15,0.0999,0.5928,2744.9,0.779,93.24,78.64,0.5283,1,1,0
62085,2731.95,0.1001,0.7003,5196.7,0.789,94.65,176.4,0.477,0,1,0
62086,2731.75,0.1001,0.7348,6207.9,0.797,103.95,638.1,0.475,0,1,0
62087,2731.75,0.1001,0.7751,5798.6,0.797,85.11,650.55,0.4756,0,1,0
62088,2731.75,0.1001,0.7797,5797.3,0.788,69.68,659.4,0.4835,0,1,0
62089,2731.75,0.1001,0.7661,5909.2,0.788,57.05,664.2,0.4903,0,1,0
62090,2731.75,0.1001,0.7814,5796.5,0.788,46.71,665.02,0.4992,0,1,0
62091,2731.75,0.1001,0.7108,6509.4,0.789,38.24,656.03,0.5094,1,1,0
62092,2731.75,0.1001,0.7029,6565.0,0.789,31.31,639.77,0.5214,1,1,0
62093,2731.75,0.1001,0.7058,6584.9,0.789,25.63,668.77,0.5321,1,1,0
62094,2731.75,0.1001,0.7225,6412.0,0.643,20.99,655.3,0.5402,1,1,0
62095,2731.75,0.1001,0.7064,6556.2,0.626,17.18,653.47,0.5489,1,1,0
62096,2731.75,0.1001,0.7075,6551.0,0.607,14.07,657.13,0.5554,1,1,0
62097,2731.75,0.1001,0.6388,7244.7,0.601,12.24,650.17,0.5584,1,1,0
62098,2731.75,0.1001,0.6506,7147.0,0.601,10.02,666.26,0.5623,1,1,0
62099,2731.75,0.1001,0.6615,7003.8,0.601,8.21,654.42,0.5649,1,1,0
62100,2731.75,0.1001,0.5743,8049.8,0.546,6.72,647.34,0.5669,1,1,0
62101,2731.65,0.0999,0.5937,8881.0,0.519,34.14,450.79,0.5699,1,1,0
62102,2731.45,0.1001,0.6726,8054.0,0.391,112.42,525.91,0.5567,1,1,0
62103,2731.25,0.1001,0.8314,5551.7,0.405,154.22,839.93,0.5003,1,1,0
62104,2731.25,0.1001,0.8027,4836.7,0.295,140.4,100.78,0.4648,0,1,0
62105,2730.85,0.0999,0.8699,4075.0,0.392,222.99,114.8,0.4553,0,1,0
62106,2730.35,0.0999,0.7505,5328.9,0.519,296.59,108.57,0.4367,0,1,0
62107,2729.75,0.1001,0.8889,4262.7,0.665,411.77,623.81,0.4313,0,1,0
62108,2729.55,0.1001,0.7783,4004.5,0.664,365.59,845.07,0.439,0,1,0
62109,2729.55,0.1001,0.8905,4693.1,0.664,311.1,1102.7,0.463,0,1,0
62110,2729.75,0.1001,0.5808,3212.4,0.705,266.67,31.68,0.4784,0,1,0
62111,2729.75,0.1001,0.7512,3564.1,0.705,218.33,238.23,0.4971,0,1,0
62112,2729.75,0.1001,0.6913,3531.5,0.705,181.65,195.0,0.5071,1,1,0
62113,2729.75,0.1001,0.6588,3441.3,0.705,153.44,93.79,0.5106,1,1,0
62114,2729.75,0.1001,0.6751,3449.4,0.705,128.71,26.84,0.5131,1,1,0
62115,2729.65,0.0999,0.7518,4551.2,0.7,109.18,52.19,0.5149,1,1,0
62116,2729.6,0.2,0.6079,5771.2,0.696,91.93,832.03,0.5122,1,1,0
62117,2729.35,0.0999,0.7761,6764.8,0.698,122.21,607.41,0.503,1,1,0
62118,2729.25,0.1001,0.7154,5637.7,0.691,146.83,75.91,0.4869,0,1,0
62119,2728.95,0.1001,0.782,4871.9,0.697,204.32,731.43,0.4834,0,1,0
62120,2728.85,0.0999,0.7876,4100.8,0.688,187.95,206.52,0.4747,0,1,0
62121,2728.85,0.0999,0.7425,5482.1,0.697,155.69,179.28,0.4779,0,1,0
62122,2728.75,0.1001,0.7991,6134.8,0.696,135.08,847.28,0.4868,0,1,0
62123,2728.75,0.1001,0.8511,6522.5,0.701,110.6,970.39,0.4902,0,1,0
62124,2728.75,0.1001,0.8548,6706.0,0.701,90.55,967.25,0.4885,0,1,0
62125,2728.75,0.1001,0.847,6639.5,0.668,74.32,878.84,0.4822,0,1,0
62126,2728.65,0.0999,0.7778,5768.3,0.58,98.55,233.83,0.4829,0,1,0
62127,2728.55,0.1001,0.8606,5108.4,0.387,114.4,917.09,0.4782,0,1,0
62128,2728.55,0.1001,0.895,5933.0,0.371,94.75,850.37,0.4684,0,1,0
62129,2729.05,0.1001,0.0851,3189.4,0.575,119.63,21.0,0.4634,0,1,0
62130,2729.05,0.1001,0.1384,3556.8,0.544,97.95,20.61,0.5413,1,1,0
62131,2729.05,0.1001,0.2144,3653.6,0.544,80.19,121.86,0.5291,1,1,0
62132,2729.15,0.0999,0.2539,3965.5,0.554,86.86,30.97,0.5248,1,1,0
62133,2728.95,0.1001,0.3378,5186.8,0.569,76.92,136.49,0.5389,1,1,0
62134,2728.95,0.1001,0.3315,4791.7,0.569,62.98,145.14,0.5137,1,1,0
62135,2728.95,0.1001,0.3814,4804.2,0.568,51.74,158.87,0.5181,1,1,0
62136,2728.85,0.0999,0.3933,5395.5,0.57,51.24,134.79,0.5284,1,1,0
62137,2728.55,0.1001,0.7832,6375.9,0.584,71.14,667.79,0.5076,1,1,0
62138,2728.55,0.1001,0.9015,5538.3,0.582,74.2,317.67,0.4703,0,1,0
62139,2728.55,0.1001,0.8752,5587.6,0.538,61.29,316.57,0.4687,0,1,0
62140,2728.55,0.1001,0.8874,5260.3,0.534,52.36,275.49,0.4804,0,1,-1
62141,2728.55,0.1001,0.8512,5129.0,0.534,48.3,192.16,0.4864,0,1,-1
62142,2728.45,0.1001,0.8658,5773.0,0.534,47.7,365.51,0.4934,0,1,-1
62143,2728.4,0.2,0.8489,5716.0,0.535,52.83,1860.99,0.4832,0,1,-1
62144,2728.2,0.2,0.8282,2747.1,0.554,151.47,34.93,0.4519,0,1,-1
62145,2727.85,0.0999,0.6089,3360.1,0.61,166.8,535.65,0.3902,0,1,-1
62146,2728.15,0.0999,0.6218,2789.1,0.666,166.83,16.68,0.3899,0,1,-1
62147,2728.15,0.0999,0.6948,3463.4,0.664,136.59,367.26,0.4466,0,1,0
62148,2728.25,0.1001,0.7257,3119.4,0.67,125.79,537.26,0.4654,0,1,0
62149,2728.25,0.1001,0.6179,3102.5,0.513,102.99,28.11,0.4824,0,1,0
62150,2728.25,0.1001,0.5605,3193.6,0.513,84.32,31.48,0.4918,0,1,0
62151,2728.25,0.1001,0.6433,3343.3,0.513,69.03,38.3,0.501,1,1,0
62152,2728.25,0.1001,0.479,3378.1,0.501,56.88,20.17,0.5073,1,1,0
62153,2728.15,0.0999,0.5084,3819.2,0.486,48.93,130.37,0.513,1,1,0
62154,2727.95,0.1001,0.8114,4810.5,0.501,56.74,881.47,0.5072,1,1,1
62155,2727.95,0.1001,0.69,4764.8,0.501,46.45,829.44,0.4896,0,1,1
62156,2727.95,0.1001,0.6007,4393.3,0.501,38.03,620.34,0.5032,1,1,1
62157,2727.85,0.0999,0.737,4309.6,0.456,53.8,800.5,0.5163,1,1,1
62158,2727.85,0.0999,0.8216,3360.2,0.456,59.81,267.28,0.5048,1,1,1
62159,2728.15,0.0999,0.5763,4291.6,0.528,84.86,278.09,0.4971,0,1,1
62160,2728.15,0.0999,0.5321,3944.0,0.528,69.48,246.5,0.5441,1,1,1
62161,2728.15,0.0999,0.6034,4672.5,0.528,61.42,88.4,0.5228,1,1,1
62162,2728.05,0.1001,0.6568,4566.8,0.528,51.01,156.4,0.5121,1,1,1
62163,2728.05,0.1001,0.6533,4395.0,0.528,41.94,163.87,0.4974,0,1,1
62164,2728.05,0.1001,0.6316,4299.5,0.505,34.34,125.06,0.5068,1,1,1
62165,2728.05,0.1001,0.527,4503.4,0.415,28.84,14.66,0.5167,1,1,1
62166,2727.85,0.0999,0.7355,5099.2,0.371,30.14,312.06,0.5228,1,1,1
62167,2728.05,0.1001,0.6741,5113.6,0.408,27.21,500.56,0.494,0,1,1
62168,2728.15,0.0999,0.5919,4580.9,0.408,34.61,479.35,0.5436,1,1,1
62169,2728.25,0.1001,0.5228,4036.3,0.417,42.29,733.97,0.5486,1,1,1
62170,2728.55,0.1001,0.2082,2846.0,0.481,92.81,53.31,0.5487,1,1,1
62171,2728.45,0.1001,0.1671,5315.6,0.49,77.98,15.62,0.5769,1,1,1
62172,2728.45,0.1001,0.2271,3910.1,0.49,63.85,5.19,0.5424,1,1,1
62173,2728.25,0.1001,0.5482,3443.0,0.511,57.89,197.69,0.5303,1,1,1
62174,2728.25,0.1001,0.5652,3478.3,0.481,47.4,197.69,0.4976,0,1,1
62175,2728.05,0.1001,0.7408,4740.5,0.511,54.76,527.81,0.4957,0,1,1
62176,2728.05,0.1001,0.7894,4457.7,0.511,44.83,530.89,0.48,0,1,1
62177,2727.85,0.0999,0.7685,5584.2,0.531,66.8,460.05,0.486,0,1,1
62178,2727.85,0.0999,0.803,5436.1,0.531,54.69,468.8,0.4697,0,1,1
62179,2727.85,0.0999,0.8024,5591.7,0.467,44.77,469.62,0.4774,0,1,1
62180,2727.85,0.0999,0.8097,5665.6,0.467,36.66,555.37,0.498,0,1,1
62181,2727.85,0.0999,0.8161,5623.4,0.467,30.01,562.6,0.5075,1,1,1
62182,2727.85,0.0999,0.8433,6094.3,0.462,24.57,858.25,0.5152,1,1,1
62183,2727.85,0.0999,0.8555,6606.8,0.462,20.3,865.67,0.5199,1,1,1
62184,2728.55,0.1001,0.257,3506.5,0.732,93.3,0.82,0.5222,1,1,1
62185,2728.55,0.1001,0.2171,3526.8,0.732,77.65,217.66,0.6038,1,1,1
62186,2728.65,0.0999,0.2102,4173.8,0.709,70.1,94.99,0.5583,1,1,1
62187,2728.85,0.0999,0.2567,5661.1,0.709,123.02,121.29,0.5412,1,1,1
62188,2728.85,0.0999,0.2563,5309.8,0.708,118.66,131.12,0.5592,1,1,1
62189,2728.85,0.0999,0.3027,5431.0,0.706,102.05,254.05,0.5449,1,1,1
62190,2728.85,0.0999,0.361,5757.7,0.668,87.72,473.13,0.5378,1,1,1
62191,2728.85,0.0999,0.3696,5818.0,0.662,72.9,490.78,0.5391,1,1,1
62192,2728.95,0.1001,0.3048,6484.5,0.664,63.68,285.41,0.5395,1,1,1
62193,2729.05,0.1001,0.2528,6773.2,0.639,93.83,19.65,0.5547,1,1,1
62194,2729.05,0.1001,0.2842,6712.8,0.639,89.51,37.97,0.5679,1,1,1
62195,2729.15,0.0999,0.216,5976.6,0.607,89.6,35.09,0.5587,1,1,1
62196,2729.25,0.1001,0.2646,5815.5,0.606,111.97,124.31,0.5708,1,1,1
62197,2729.45,0.1001,0.1322,4392.3,0.575,164.18,51.79,0.5865,1,1,1
62198,2729.65,0.0999,0.0555,4125.2,0.578,196.96,16.07,0.6123,1,1,1
62199,2729.95,0.1001,0.1009,2696.3,0.596,243.55,3.26,0.6425,1,1,1
62200,2730.25,0.1001,0.1413,1813.2,0.609,255.05,5.06,0.6712,1,1,1
62201,2730.25,0.1001,0.2118,1530.1,0.609,215.71,47.17,0.6821,1,1,1
62202,2730.25,0.1001,0.218,3091.3,0.609,178.42,50.6,0.6392,1,1,1
62203,2730.55,0.1001,0.2708,2444.3,0.616,159.49,1.53,0.6093,1,1,1
62204,2730.7,0.2,0.1073,2660.3,0.394,185.5,3.32,0.6371,1,1,1
62205,2730.55,0.1001,0.159,4429.9,0.437,152.78,11.45,0.6514,1,1,1
62206,2730.45,0.1001,0.2046,2695.3,0.465,125.81,13.11,0.6156,1,1,1
62207,2730.45,0.1001,0.5528,3043.5,0.461,103.01,25.97,0.5907,1,1,1
62208,2730.45,0.1001,0.6796,4178.7,0.461,84.88,1018.42,0.5698,1,1,1
62209,2730.95,0.1001,0.2447,3705.8,0.564,151.79,18.31,0.5292,1,1,1
62210,2731.05,0.1001,0.3158,2870.2,0.557,142.04,194.88,0.6106,1,1,1
62211,2731.15,0.0999,0.3388,3104.6,0.55,124.09,138.95,0.5906,1,1,1
62212,2731.25,0.1001,0.1844,2794.3,0.55,103.95,0.82,0.5684,1,1,1
62213,2731.25,0.1001,0.2254,3120.6,0.557,86.38,72.09,0.5733,1,1,1
62214,2731.35,0.0999,0.2685,3719.8,0.55,77.61,280.79,0.5568,1,1,1
62215,2731.35,0.0999,0.3633,3571.8,0.557,69.16,570.88,0.5558,1,1,1
62216,2731.45,0.1001,0.2703,4599.1,0.557,59.16,9.44,0.5401,1,1,1
62217,2731.75,0.1001,0.1817,5527.7,0.573,99.92,5.49,0.5422,1,1,1
62218,2731.75,0.1001,0.2012,5530.3,0.576,87.79,221.73,0.5883,1,1,1
62219,2731.85,0.0999,0.193,3785.5,0.552,146.56,16.46,0.571,1,1,1
62220,2732.1,0.2,0.4083,2136.4,0.541,172.92,124.09,0.5759,1,1,1
62221,2732.55,0.1001,0.201,4861.6,0.604,185.26,55.18,0.6109,1,1,1
62222,2732.55,0.1001,0.3895,6448.6,0.604,174.88,81.35,0.6344,1,1,1
62223,2732.75,0.1001,0.2414,7083.5,0.589,182.15,36.89,0.5916,1,1,1
62224,2732.75,0.1001,0.2057,6742.4,0.594,150.59,16.73,0.6008,1,1,1
62225,2732.75,0.1001,0.1764,7515.3,0.562,124.01,15.28,0.5994,1,1,1
62226,2732.75,0.1001,0.159,7542.0,0.543,102.26,15.28,0.5937,1,1,1
62227,2732.75,0.1001,0.1918,7901.4,0.543,83.9,15.28,0.5978,1,1,1
62228,2732.75,0.1001,0.2134,7816.1,0.543,69.78,15.28,0.5925,1,1,1
62229,2732.75,0.1001,0.2127,7966.2,0.443,57.31,15.28,0.5796,1,1,1
62230,2732.75,0.1001,0.1612,7596.1,0.448,51.28,37.66,0.5616,1,1,1
62231,2732.85,0.0999,0.2181,9119.5,0.448,59.93,60.13,0.5451,1,1,1
62232,2732.85,0.0999,0.3058,8635.3,0.453,86.41,251.26,0.5597,1,1,1
62233,2732.85,0.0999,0.3121,8665.9,0.453,72.74,224.1,0.555,1,1,1
62234,2732.85,0.0999,0.3089,8307.8,0.457,61.91,222.19,0.5449,1,1,1
62235,2732.85,0.0999,0.3676,7278.7,0.457,86.4,284.21,0.5425,1,1,1
62236,2733.15,0.0999,0.0833,6971.2,0.491,179.13,6.59,0.5397,1,1,1
62237,2733.55,0.1001,0.148,3939.9,0.526,272.64,5.95,0.6275,1,1,1
62238,2734.95,0.1001,0.0803,2703.3,1.163,337.97,142.39,0.6754,1,1,1
62239,2735.9,0.5999,0.0436,2010.7,1.32,363.35,5.63,0.7523,1,1,1
62240,2737.05,0.1001,0.2727,2126.8,1.522,426.01,5.98,0.769,1,1,-1
62241,2737.05,0.1001,0.079,3900.0,1.524,349.33,9.98,0.7304,1,1,-1
62242,2736.15,0.0999,0.6805,1558.7,1.763,304.31,319.48,0.6383,1,1,1
62243,2736.15,0.0999,0.7479,1844.7,1.768,249.15,415.22,0.4623,0,1,1
62244,2736.15,0.0999,0.5336,1177.8,1.768,203.99,148.53,0.4566,0,1,1
62245,2735.95,0.1001,0.3003,2494.7,1.788,174.62,137.16,0.4711,0,1,1
62246,2735.75,0.1001,0.3915,1816.2,1.807,153.67,14.35,0.4726,0,1,1
62247,2735.75,0.1001,0.4525,1589.9,1.807,125.81,14.35,0.4799,0,1,1
62248,2735.25,0.1001,0.1531,3037.5,1.877,120.59,34.27,0.4931,0,1,-1
62249,2734.55,0.1001,0.6727,1493.5,1.988,120.66,25.33,0.4878,0,1,1
62250,2734.55,0.1001,0.7741,1378.7,1.988,98.79,154.42,0.4709,0,1,1
62251,2734.55,0.1001,0.773,1418.8,1.99,81.25,144.32,0.4945,0,1,1
62252,2734.55,0.1001,0.7883,1410.6,1.99,66.52,153.68,0.5027,1,1,1
62253,2734.15,0.0999,0.3777,1597.4,2.026,67.15,10.09,0.5042,1,1,1
62254,2734.15,0.0999,0.5752,1402.3,2.026,54.98,17.91,0.4982,0,1,1
62255,2734.15,0.0999,0.8602,1157.7,2.026,45.01,129.7,0.5058,1,1,1
62256,2734.15,0.0999,0.8823,1153.7,2.017,36.85,152.28,0.513,1,1,1
62257,2734.15,0.0999,0.8594,1218.0,1.996,30.17,45.73,0.5114,1,1,1
62258,2734.15,0.0999,0.8426,1227.4,1.631,24.7,126.9,0.5103,1,1,1
62259,2734.15,0.0999,0.8069,1293.4,1.406,20.22,39.54,0.5112,1,1,1
62260,2734.15,0.0999,0.8047,1311.8,0.957,16.56,51.1,0.5139,1,1,1
62261,2734.15,0.0999,0.8646,1439.3,0.957,13.74,223.77,0.5205,1,1,1
62262,2734.45,0.1001,0.6547,1956.2,0.786,28.11,410.17,0.525,1,1,1
62263,2734.45,0.1001,0.4086,1833.5,0.786,23.01,209.09,0.5549,1,1,1
62264,2734.45,0.1001,0.4792,2006.6,0.786,19.2,216.17,0.5378,1,1,1
62265,2734.45,0.1001,0.4755,1985.6,0.783,15.72,219.22,0.5285,1,1,1
62266,2734.65,0.0999,0.8012,2142.6,0.805,36.8,38.6,0.5277,1,1,1
62267,2735.25,0.1001,0.7311,1607.5,0.959,60.58,193.6,0.5418,1,1,1
62268,2735.65,0.0999,0.7707,3221.3,0.929,95.82,177.69,0.5713,1,1,1
62269,2736.45,0.1001,0.2961,612.4,0.921,128.3,76.48,0.5586,1,1,1
62270,2736.65,0.0999,0.2031,1624.8,0.921,107.76,14.91,0.5859,1,1,1
62271,2736.65,0.0999,0.1326,1857.2,0.921,88.96,12.79,0.5519,1,1,1
62272,2736.65,0.0999,0.1797,1795.1,0.921,73.19,18.27,0.5197,1,1,1
62273,2736.65,0.0999,0.3192,2288.2,0.824,61.74,25.35,0.5196,1,1,1
62274,2736.65,0.0999,0.2378,1924.6,0.824,51.45,32.57,0.5194,1,1,1
62275,2736.7,0.2,0.3498,2367.8,0.82,48.47,231.15,0.5169,1,1,1
62276,2736.75,0.1001,0.1485,3444.2,0.816,41.5,0.37,0.5251,1,1,1
62277,2736.35,0.0999,0.1892,2854.0,0.915,39.05,131.65,0.5358,1,1,1
62278,2735.65,0.0999,0.3626,1628.9,1.118,56.08,296.77,0.4817,0,1,1
62279,2735.45,0.1001,0.2978,1757.8,1.138,58.42,162.67,0.4414,0,1,1
62280,2735.45,0.1001,0.3671,1477.8,1.138,47.83,162.57,0.4702,0,1,1
62281,2735.65,0.0999,0.4497,1825.2,1.142,60.91,81.73,0.5048,1,1,1
62282,2735.6,0.2,0.0814,2219.0,1.13,49.87,6.0,0.5242,1,1,1
62283,2734.95,0.1001,0.529,2008.2,1.263,58.05,224.97,0.5261,1,1,1
62284,2735.15,0.0999,0.592,2278.7,1.271,80.34,0.64,0.4642,0,1,1
62285,2735.55,0.1001,0.212,1467.2,1.303,107.83,20.41,0.5044,1,1,1
62286,2735.55,0.1001,0.1092,1916.2,1.298,88.28,10.0,0.5541,1,1,1
62287,2735.35,0.0999,0.2858,2813.1,1.223,74.09,39.96,0.5316,1,1,1
62288,2735.35,0.0999,0.5913,2094.7,1.178,60.66,311.53,0.4999,0,1,1
62289,2735.35,0.0999,0.676,2607.9,0.96,49.67,583.31,0.5058,1,1,1
62290,2735.35,0.0999,0.6922,2712.5,0.938,40.66,577.4,0.5122,1,1,1
62291,2735.35,0.0999,0.6065,2712.2,0.938,33.29,452.92,0.5101,1,1,1
62292,2735.35,0.0999,0.6024,2794.9,0.938,27.44,439.19,0.5122,1,1,1
62293,2735.35,0.0999,0.7715,3779.4,0.938,22.65,1550.56,0.5149,1,1,1
62294,2736.9,0.2,0.2343,3538.5,1.593,137.45,6.04,0.523,1,1,-1
62295,2737.3,0.2,0.188,1763.0,1.623,193.02,0.63,0.6498,1,1,-1
62296,2737.75,0.1001,0.3021,2278.0,1.657,194.1,32.76,0.5988,1,1,-1
62297,2737.85,0.0999,0.1958,3227.1,1.614,163.27,71.01,0.5565,1,1,-1
62298,2737.85,0.0999,0.1267,3383.4,1.48,135.85,10.45,0.5265,1,1,-1
62299,2737.85,0.0999,0.1187,5924.9,1.46,111.59,5.48,0.5121,1,1,-1
62300,2737.85,0.0999,0.1617,4295.6,1.46,92.08,5.48,0.5138,1,1,0
62301,2737.75,0.1001,0.3423,2818.5,1.469,75.57,279.24,0.5167,1,1,0
62302,2737.75,0.1001,0.3617,2682.2,1.466,61.87,279.85,0.5102,1,1,0
62303,2737.75,0.1001,0.3727,2705.9,1.326,50.66,299.83,0.5115,1,1,0
62304,2737.75,0.1001,0.3733,2787.9,1.33,41.48,289.18,0.5161,1,1,0
62305,2737.75,0.1001,0.3448,2925.5,1.313,33.96,289.18,0.5174,1,1,0
62306,2737.75,0.1001,0.4111,3482.5,1.313,27.8,407.25,0.5191,1,1,0
62307,2737.75,0.1001,0.2585,3381.1,1.291,22.76,219.41,0.5197,1,1,0
62308,2737.35,0.0999,0.4652,3739.4,1.354,48.73,167.37,0.5205,1,1,0
62309,2737.15,0.0999,0.3033,2841.0,1.373,80.5,4.45,0.4826,0,1,0
62310,2736.55,0.1001,0.6971,1610.8,1.478,97.63,473.34,0.4818,0,1,0
62311,2736.55,0.1001,0.828,1369.4,1.478,79.93,476.28,0.4641,0,1,0
62312,2736.35,0.0999,0.1766,2285.2,1.492,79.4,18.79,0.4823,0,1,0
62313,2736.35,0.0999,0.2983,1599.7,1.492,74.8,29.36,0.4976,0,1,0
62314,2736.35,0.0999,0.3092,1672.0,0.803,61.24,19.41,0.5065,1,1,0
62315,2736.35,0.0999,0.3668,1600.8,0.72,50.14,40.25,0.5159,1,1,0
62316,2736.95,0.1001,0.2534,1107.4,0.795,81.47,36.72,0.5178,1,1,0
62317,2736.95,0.1001,0.6164,2151.2,0.787,66.7,695.72,0.5822,1,1,0
62318,2737.35,0.0999,0.6888,2019.5,0.864,94.85,431.82,0.5458,1,1,0
62319,2737.55,0.1001,0.358,2453.2,0.882,88.17,244.51,0.5584,1,1,0
62320,2737.55,0.1001,0.2817,2469.7,0.882,72.19,162.4,0.552,1,1,0
62321,2737.55,0.1001,0.3359,2650.4,0.879,59.1,198.4,0.5233,1,1,0
62322,2737.55,0.1001,0.3282,2659.5,0.879,48.39,181.21,0.5145,1,1,0
62323,2737.55,0.1001,0.2549,2734.4,0.879,39.62,172.37,0.5135,1,1,0
62324,2737.55,0.1001,0.1996,2932.7,0.879,32.62,155.14,0.5131,1,1,0
62325,2737.55,0.1001,0.2118,2970.3,0.879,26.71,167.14,0.5133,1,1,0
62326,2737.55,0.1001,0.4213,2985.6,0.879,21.86,396.94,0.5122,1,1,0
62327,2737.55,0.1001,0.4121,2956.6,0.879,18.08,396.96,0.5092,1,1,0
62328,2737.55,0.1001,0.413,2960.6,0.816,14.8,388.47,0.507,1,1,0
62329,2737.55,0.1001,0.2336,3481.8,0.797,12.12,190.59,0.5054,1,1,0
62330,2737.15,0.0999,0.5236,3411.7,0.705,35.85,315.5,0.5028,1,1,0
62331,2737.15,0.0999,0.4339,3675.1,0.705,30.25,305.36,0.4664,0,1,0
62332,2736.95,0.1001,0.364,2785.1,0.704,61.75,36.41,0.4767,0,1,0
62333,2736.55,0.1001,0.3433,2363.2,0.783,94.97,180.21,0.4814,0,1,0
62334,2736.15,0.0999,0.6339,2827.7,0.849,107.48,362.16,0.4608,0,1,0
62335,2736.15,0.0999,0.6983,2629.5,0.849,88.0,385.12,0.4514,0,1,0
62336,2736.15,0.0999,0.5556,2820.4,0.678,72.05,349.66,0.4774,0,1,0
62337,2735.95,0.1001,0.3743,2571.2,0.689,97.96,3.58,0.4946,0,1,0
62338,2735.65,0.0999,0.6378,2401.4,0.604,107.94,33.05,0.4881,0,1,0
62339,2735.45,0.1001,0.4575,4068.9,0.56,101.78,85.63,0.4698,0,1,0
62340,2734.95,0.1001,0.7328,3467.3,0.634,157.84,554.04,0.4741,0,1,0
62341,2734.85,0.0999,0.5672,3400.3,0.625,162.76,561.95,0.4588,0,1,-1
62342,2734.65,0.0999,0.4169,2192.7,0.617,175.49,80.23,0.4725,0,1,-1
62343,2734.15,0.0999,0.6469,2925.1,0.665,183.02,501.91,0.492,0,1,-1
62344,2734.15,0.0999,0.5556,3010.7,0.665,149.84,495.08,0.4791,0,1,-1
62345,2733.85,0.0999,0.764,1939.1,0.656,176.7,247.5,0.4958,0,1,1
62346,2733.85,0.0999,0.8183,2066.8,0.656,145.21,211.44,0.493,0,1,1
62347,2733.85,0.0999,0.9182,3306.6,0.656,120.52,492.82,0.4926,0,1,1
62348,2734.15,0.0999,0.7488,1863.3,0.75,102.66,480.07,0.493,0,1,1
62349,2734.55,0.1001,0.4452,2045.2,0.868,102.72,223.63,0.5026,1,1,-1
62350,2734.55,0.1001,0.3696,1751.3,0.85,84.1,169.59,0.5295,1,1,-1
62351,2734.55,0.1001,0.344,1877.8,0.85,68.86,65.8,0.5177,1,1,-1
62352,2734.55,0.1001,0.1762,2255.2,0.854,56.38,29.09,0.5138,1,1,-1
62353,2734.55,0.1001,0.1893,2607.4,0.825,46.16,40.59,0.5195,1,1,1
62354,2734.55,0.1001,0.1769,2825.6,0.789,38.15,40.67,0.5221,1,1,1
62355,2734.55,0.1001,0.244,2763.6,0.789,31.24,151.07,0.5219,1,1,1
62356,2734.55,0.1001,0.2875,3046.9,0.789,25.57,143.44,0.5197,1,1,1
62357,2734.55,0.1001,0.283,3113.7,0.784,20.94,156.59,0.5158,1,1,1
62358,2734.55,0.1001,0.2993,2937.1,0.762,17.14,164.49,0.5115,1,1,1
62359,2734.55,0.1001,0.3226,3120.8,0.753,14.04,315.41,0.5061,1,1,1
62360,2734.55,0.1001,0.1689,4080.5,0.649,11.49,176.77,0.5009,1,1,1
62361,2734.25,0.1001,0.3345,3532.5,0.684,25.0,144.98,0.4973,0,1,1
62362,2734.25,0.1001,0.4756,2775.2,0.67,20.47,168.9,0.4697,0,1,1
62363,2734.25,0.1001,0.6159,2681.1,0.535,16.76,202.74,0.4736,0,1,1
62364,2734.45,0.1001,0.2786,3552.5,0.558,15.71,142.52,0.4898,0,1,1
62365,2734.45,0.1001,0.258,3760.3,0.492,12.86,121.34,0.5239,1,1,1
62366,2734.25,0.1001,0.3535,4284.4,0.525,17.42,163.56,0.5127,1,1,1
62367,2734.25,0.1001,0.538,3758.4,0.525,14.26,285.53,0.4741,0,1,1
62368,2734.25,0.1001,0.5662,3707.1,0.469,11.68,301.97,0.478,0,1,1
62369,2734.25,0.1001,0.5334,3679.2,0.333,9.56,313.56,0.4926,0,1,1
62370,2734.45,0.1001,0.4269,5384.8,0.375,21.24,249.4,0.4999,0,1,1
